,0,1
140_-70_7_0,-0.00014554892009334468,-0.00015900823212972967
130_-80_8_0,0.0,0.0
130_-90_9_0,-690.8500000000078,0.0
130_-100_10_0,-690.8500000000078,0.0
280_70_-9_0,-0.03804004105951789,-0.04094923226952218
280_80_-8_0,-0.040434393941466674,-0.041374702376854124
280_90_-7_0,-0.041547615154330024,-0.04978919778375239
280_90_-6_0,-0.03097045794780963,-0.03918695654536891
280_100_-5_0,-0.03530666041560333,-0.035466611011949624
280_100_-4_0,-0.03901370654404385,-0.042818908599203016
280_110_-3_0,-0.04279950235179485,-0.050726437614557064
280_110_-2_0,-0.05534128045781132,-0.05924536060848626
280_110_-1_0,-0.05103425251454995,-0.05328015115071881
280_110_0_0,-0.05607757794041275,-0.08050948497420554
280_110_1_0,-0.062359522361755015,-0.06932604119029129
280_110_2_0,-0.06569449491690432,-0.06816011948591094
280_100_3_0,-0.06875979736142582,-0.07912314727382964
210_100_4_0,-0.17673769032341705,-0.15570288669949067
210_90_5_0,-0.06980052808158506,-0.12673102579535137
210_90_6_0,-0.11775090550478998,-0.1201871829677867
210_80_7_0,-0.10234832200469302,-0.15818307379784563
210_70_8_0,-0.04589099099597787,-0.10542997710922138
210_60_9_0,-0.035661242178597084,-0.05526401471170814
210_50_10_0,-0.029486041287972678,-0.04432854858281231
210_40_10_0,-0.030026807567410916,-0.04092708794424859
210_30_10_0,-0.01711098315453539,-0.04600223246439951
140_-60_10_0,-689.8900000000085,-28.849494226677272
280_50_-9_0,-0.016731539920042615,-0.026917246787030877
280_60_-8_0,-0.01849762667607102,-0.028026496580440263
280_60_-7_0,-0.015926773569646814,-0.018851151839200806
280_70_-6_0,-0.017884139614689737,-0.019318292624196785
280_80_-4_0,-0.018452649706423,-0.02043860150158716
280_80_-3_0,-0.018713469394428382,-0.019950332185438215
280_80_-2_0,-0.019696111417650083,-0.019945020185708862
280_80_1_0,-0.024616486507467714,-0.026169508316778882
280_80_2_0,-0.027297065978570532,-0.03804568533484636
280_80_3_0,-0.03009991175834195,-0.03224408802440665
210_70_5_0,-0.031034172350121292,-0.04170746505840968
210_60_6_0,-0.03450661617874465,-0.07030630146057346
210_60_7_0,-0.027781825686672725,-0.036938164972700215
210_50_8_0,-0.02316306591419588,-0.04900867194302895
210_40_9_0,-0.018831292340088332,-0.05298745609850501
210_-50_-9_0,-0.005641919791769921,-0.006284901148565527
210_-40_-8_0,-0.0055692510621673545,-0.00579550104902764
140_-40_-7_0,-0.003756854292104231,-0.004359432379101807
140_-30_-6_0,-0.007390505571759586,-0.014905721302062276
140_-30_-5_0,-0.007225958911464785,-0.007783252698989201
140_-20_-4_0,-0.0174334544534896,-0.11024142386643059
140_-20_-3_0,-0.008212647645338331,-0.06560031505180508
140_-20_-2_0,-0.014019849712698927,-0.07734880795296112
140_-20_-1_0,-0.008593472137752302,-0.048822581832521916
140_-20_0_0,-0.017915641061831473,-0.012775907864433562
140_-20_1_0,-0.001068436132229142,-0.0054140695453114805
140_-20_2_0,-0.00012706583233131202,-0.005019217563713433
140_-20_3_0,-0.00745013451725056,-0.009765188183619865
140_-30_4_0,-0.00026322056073747554,-0.0008439115675898592
140_-30_5_0,-0.0008395797326748159,-0.0030507732236777327
140_-40_6_0,-0.00042450689538812026,-0.0012838124706258415
140_-40_7_0,-0.02083123017201636,-0.06130997359578075
140_-50_8_0,-169.90787215342792,-0.011295117178341387
140_-60_9_0,0.0,0.0
130_-70_10_0,-1130.1424142550297,-220.66014749999133
130_-80_10_0,-688.3600000000099,-684.730000000013
130_-90_10_0,-688.3600000000099,0.0
280_-20_-9_0,-0.0025401475767033123,-0.0024610668068495065
280_-10_-8_0,-0.0019395964431107718,-0.0020605248975851596
280_-10_-7_0,-0.0012209142519463557,-0.002021446790329496
280_0_-6_0,-0.0016453067450945388,-0.001914774493046199
280_0_-5_0,-0.0013808706156710122,-0.0014783200521703242
280_10_-4_0,-0.0022099477892192727,-0.0025631176980135534
280_10_-3_0,-0.0020503196602885227,-0.00223546775980668
280_10_-2_0,-0.00221308380716695,-0.0029759180216466104
280_10_-1_0,-0.0022209395606149524,-0.002214857798755071
280_10_0_0,-0.0025149432176569267,-0.002707722292550515
280_10_1_0,-0.0030664254314677953,-0.003292319770320888
280_10_2_0,-0.0037808955035660203,-0.004184549031299364
280_10_3_0,-0.004645126737020638,-0.007641461047789714
210_0_4_0,-0.004231896105315519,-0.007662411954019663
210_0_5_0,-0.004880206918018634,-0.008954802874393947
210_-10_6_0,-0.004740745904782918,-0.004789372318764771
210_-10_7_0,-0.006181181831609318,-0.006726729568234881
210_-20_8_0,-0.008533318916891373,-0.007673165763321771
210_-30_9_0,-0.007964099738426374,-0.008955571608631712
210_-40_-7_0,-0.0009468025854674725,-0.0009509829252431592
210_-30_-6_0,-0.0008423797280497347,-0.001173976281968788
210_-30_-5_0,-0.0017694087685931037,-0.0023169080726927254
210_-20_-4_0,-0.004107801134136321,-0.004113049086515408
210_-20_-3_0,-0.0018143697745109095,-0.0021278627590153366
210_-20_-2_0,-0.0026076939389458537,-0.003978390616208478
210_-20_-1_0,-0.0019425186494868546,-0.006255153164604092
140_-70_10_0,-1.237698809344086e-11,-1.2828640519739048e-05
140_-80_10_0,-27.119047968066578,-0.0011521368379387679
140_-90_10_0,-271.87402710996224,-642.4900000000489
140_-80_-7_0,0.0,0.0
130_-70_-6_0,0.0,0.0
130_-70_-5_0,0.0,0.0
130_-60_-4_0,0.0,0.0
120_-60_-3_0,0.0,0.0
120_-60_-2_0,0.0,0.0
110_-60_-1_0,0.0,0.0
110_-60_0_0,0.0,0.0
110_-60_1_0,0.0,0.0
100_-60_2_0,-0.01157457464849615,-0.015521147312291829
100_-60_3_0,-0.057947799471014916,-0.002963204283534103
90_-70_4_0,-1.2367277671967668e-10,0.0
90_-70_5_0,-0.654271928465474,-100.00350791732536
90_-80_6_0,-0.9734635339280483,-0.41839793653274276
80_-80_7_0,-11.810917467913885,-100.0002228549719
80_-90_8_0,-27.866385321753413,-100.08543900888284
70_-100_9_0,-38.63671498142742,-20.971301908177924
70_-110_10_0,-94.76626007228533,-533.5900000001415
70_-120_10_0,-198.72378360169515,-538.1500000001375
60_-130_10_0,-148.87767820349566,-554.110000000124
60_-140_10_0,-326.293560811745,-345.36625188115715
50_-150_10_0,-686.2600000000116,-298.1935439999319
50_-160_10_0,-686.2600000000116,-306.23059498141697
280_60_-9_0,-0.024055284160687706,-0.032008149699665644
280_70_-8_0,-0.025281983050165012,-0.03565886869722168
280_70_-7_0,-0.019153215058236202,-0.02230357856081554
280_80_-6_0,-0.025093566590209768,-0.028086871189695065
280_90_-5_0,-0.032657086091652035,-0.03905382846117164
280_90_-4_0,-0.024345085535384708,-0.03039171384784582
280_90_-3_0,-0.024124347509237903,-0.028926528660058078
280_90_-2_0,-0.026767979318698867,-0.028353567156706238
280_100_-1_0,-0.04726402114708789,-0.04820056798405129
280_100_0_0,-0.04659710583262849,-0.05214632064849275
280_90_1_0,-0.03364694190612531,-0.033998127032336435
280_90_2_0,-0.038237778495388466,-0.04142499894872334
280_90_3_0,-0.045078445257313506,-0.06261387393840884
210_90_4_0,-0.05337340604141652,-0.0875967936790478
210_80_5_0,-0.038156003229773736,-0.05037373537628375
210_70_6_0,-0.031484946790418446,-0.0348981450903537
210_70_7_0,-0.033768096019741164,-0.06476502313676272
210_60_8_0,-0.028347049908045804,-0.037516444228598664
210_50_9_0,-0.026913778084926187,-0.04253451526287606
210_-40_-9_0,-0.007149590311847023,-0.012726017407802923
210_-30_-8_0,-0.0069385366146784274,-100.0
140_-30_-7_0,-0.041328775145336075,-0.07032732919368294
140_-20_-6_0,-0.03261875051398675,-0.10516071217178981
140_-10_-5_0,-0.03012500066227629,-0.1012350963601853
140_-10_-4_0,-0.027178521694822017,-0.1242391261477733
140_-10_-3_0,-0.027360372289630126,-0.12098288512132474
140_-10_-2_0,-0.01782590415852509,-0.08995822077484746
140_0_-1_0,-0.03466821745836593,-0.07294787840316486
140_0_0_0,-0.04236496413667746,-0.03839182129592458
140_-10_1_0,-0.02547659686432817,-0.09641343603714625
140_-10_2_0,-0.014975365965271355,-0.01999549714570458
140_-10_3_0,-0.020344541306916826,-0.028389325098954137
140_-10_4_0,-0.025127459399408605,-0.024810452369608608
140_-20_5_0,-0.03267898376138666,-0.03221414841274688
140_-30_6_0,-0.03453305618210673,-0.03248966095626172
140_-30_7_0,-0.059686700767964555,-0.07942355946779704
140_-40_8_0,-259.3566334005528,-0.05884154672305423
140_-50_9_0,-162.07768373198505,-629.1700000000602
130_-60_10_0,-438.89081483002224,-0.005010229020788618
280_80_-5_0,-0.020606240801136162,-0.021755775320028373
280_90_-1_0,-0.026165319739377087,-0.02999720559410352
280_90_0_0,-0.029097969726211932,-0.0388120727312872
210_80_4_0,-0.033299890886693606,-0.042111059095184575
140_-20_-5_0,-0.027468879299169885,-0.1039403646290652
140_-10_-1_0,-0.02115729848248999,-0.08710516662104054
140_-10_0_0,-0.03050766329752318,-0.0331412773257672
140_-20_4_0,-0.0231852035282766,-0.022912204931537335
130_-60_-9_0,-4.348520078541501e-17,-3.276871275808602e-05
120_-50_-8_0,-0.0011761688716351883,-0.012785517143790375
120_-50_-7_0,0.0,0.0
110_-40_-6_0,0.0,0.0
110_-40_-5_0,0.0,0.0
110_-30_-4_0,-1.1652939083475835e-05,0.0
100_-30_-3_0,-0.01772206168421588,-6.547874218106561
100_-30_-2_0,-0.014489446765119662,-1.1219656841001058
90_-30_-1_0,-0.014457281610393348,-0.8446999716588176
90_-30_0_0,-0.016123785405671876,-7.8241259397412275
90_-30_1_0,-0.01800739250759203,-1.1419535559833012
80_-30_2_0,-1.7498940683229907,-0.01674805586221638
80_-30_3_0,-0.033728870067692394,-1.1417257733117125
70_-40_4_0,-9.142745974527664,-13.422512800801442
70_-40_5_0,-7.766160850123124,-7.3131405916663
70_-50_6_0,-10.945370895640515,-8.687751290978543
60_-50_7_0,-38.660045327743866,-57.519088021740345
60_-60_8_0,-94.21232591738283,-105.15026540649441
50_-70_9_0,-682.6300000000148,-291.83037327316043
50_-80_10_0,-1388.937425912578,-708.8525775367812
210_-20_-7_0,-0.005887470689386387,-0.011365466464749336
140_0_-3_0,-0.02756369626631576,-0.0881754300812184
140_0_-2_0,-0.0292699002946557,-0.06898432626051636
140_0_1_0,-0.030455448671698474,-0.06791944805066782
140_0_2_0,-0.013015373666875274,-0.06516757153730121
140_-20_6_0,-0.04510757833676552,-0.042401325813289065
130_-50_-9_0,-0.012286506141748855,-0.015517778561304436
130_-40_-8_0,-0.03447272167581269,-0.06670496544990062
130_-30_-7_0,-0.0824252741933508,-0.1458015460299234
120_-30_-6_0,0.0,0.0
120_-20_-5_0,-0.1195326765899783,-0.1834577392736833
110_-20_-4_0,-0.11042067331640228,-0.24369500700112665
110_-10_-3_0,-0.1273086070009364,-0.9372181248193274
110_-10_-2_0,-0.10208301918511889,-1.4702039017504807
100_-10_-1_0,-0.013659484175956721,-0.8567441243229079
100_-10_0_0,-0.014002330412492088,-0.32918881217598406
90_-10_1_0,-0.014592975550187588,-0.5135991705031413
90_-10_2_0,-0.014214692116362233,-1.4449344907213866
90_-20_3_0,-0.3170937543389762,-0.014277710084463881
80_-20_4_0,-0.01457411074002087,-0.3702107201922848
80_-30_5_0,-0.01781099068575788,-1.1177284114563604
70_-30_6_0,-1.251455593452143,-1.5238203494961198
70_-40_7_0,-0.12638326814316686,-0.8689588832765468
70_-50_8_0,-1.558527958421849,-1.339902188085218
60_-60_9_0,-12.71844190090675,-14.328122653742739
60_-70_10_0,-88.38278370398969,-529.0300000001454
50_-70_-9_0,-317.85063610683653,-341.48622642669545
50_-60_-8_0,-249.39442497301766,-315.19764001728754
40_-50_-7_0,-580.3620459419699,-608.1316751279076
40_-50_-6_0,-474.51161611920077,-554.1128064745146
30_-40_-5_0,-824.5676648124554,-842.7317299883573
30_-40_-4_0,-659.0573510069389,-688.9890642079226
30_-30_-3_0,-635.920147171963,-706.0554677908083
280_20_-9_0,-0.009527497410204236,-0.010765207123486387
280_30_-8_0,-0.009270881933242797,-0.01341437079916095
280_50_-4_0,-0.009222104047351333,-0.011374472098659143
280_50_3_0,-0.018567803297499325,-0.023069748099128838
210_30_7_0,-0.013548358373171619,-0.015619970693745322
210_20_8_0,-0.01670460502380335,-0.016860093625624684
210_-30_-7_0,-0.0057238757055186286,-0.0074259508784581246
210_-20_-6_0,-0.005680345336211216,-0.010027131797465165
210_-20_-5_0,-0.005206951501237109,-0.005996277225505495
140_-60_-9_0,-0.0020734485959802824,-0.003376357523632716
140_-50_-8_0,-0.0027291661642181195,-0.005660992811539117
130_-40_-7_0,-1.5141034574792076e-06,0.0
130_-30_-6_0,-0.00016393703519322357,-0.05593675858434587
130_-30_-5_0,-0.0014745170128327113,-0.018723880195855858
120_-30_-4_0,0.0,0.0
120_-20_-3_0,-4.5405364661454376e-11,-0.0007868134855545288
110_-20_-2_0,0.0,0.0
110_-20_-1_0,-0.002224113712200376,0.0
110_-20_0_0,-0.02919315921502879,-0.026210939485766093
100_-20_1_0,-0.019318935910963956,-1.7052284887372486
100_-20_2_0,-0.014978309766772075,-0.36156173705030337
90_-30_3_0,-0.4433645125773086,-0.014756439938440072
90_-30_4_0,-0.8083514808390106,-0.014704598137518222
90_-30_5_0,-0.01767315633502043,-1.248070377386263
80_-40_6_0,-1.5240783642769835,-0.02124712288266229
80_-50_7_0,-22.093972314083576,-100.47714971089837
70_-60_8_0,-14.087037449113252,-14.579980640069358
70_-60_9_0,-15.727768000287414,-16.168822759000182
70_-70_10_0,-147.2598996592981,-590.590000000093
60_-80_10_0,-254.4207637088928,-14.229650724763795
60_-90_10_0,-222.4489781860239,-658.2700000000355
50_-100_10_0,-1394.406184162273,-347.2994758420839
50_-110_10_0,-678.2500000000184,-290.1416565984569
280_80_-7_0,-0.03475383197924711,-0.03777573045637315
280_100_-2_0,-0.04407395981540577,-0.0603605028924637
280_100_1_0,-0.04972781623104767,-0.06867697746509448
210_80_6_0,-0.05721784945188507,-0.07963276591941221
140_-20_-7_0,-0.03135355120889201,-100.0
120_-40_-7_0,-0.04935002764934117,-0.0953387742667142
110_-30_-5_0,-0.05879200545453515,-0.2004529969584293
100_-20_-2_0,-0.013093912440378412,-7.891491328151953
90_-20_-1_0,-0.013378511861932996,-0.6597802784982811
90_-20_0_0,-0.013789500196741154,-0.43768770680832053
90_-20_1_0,-0.01618808603819608,-0.5184139231317447
70_-30_4_0,-3.4531673148343436,-2.9147503662573553
70_-40_6_0,-4.399430731458033,-3.126702535870793
50_-60_-9_0,-318.8541874983107,-468.1066877334588
50_-50_-8_0,-300.8461774658622,-340.1123911199278
40_-40_-7_0,-674.4774014577094,-718.6716759359139
40_-40_-6_0,-527.961226624097,-549.9221891227851
30_-30_-5_0,-918.9562013949502,-1029.5658344564902
30_-30_-4_0,-759.1154243471257,-1437.7777569188513
140_-50_-9_0,-0.018700057737923218,-0.02084273740881418
120_-20_-4_0,-4.087196233879583e-05,-0.014722511569308509
50_-90_-9_0,-162.2072073697859,-258.9655428367202
50_-90_-8_0,-207.2072398835914,-294.1112739239419
40_-80_-7_0,-575.8824062585513,-584.826107154584
40_-70_-6_0,-451.01871109207855,-463.73345869271907
30_-70_-5_0,-982.6871405007504,-1024.9978252660123
30_-60_-4_0,-677.8598966996542,-844.1053001924549
30_-60_-3_0,-768.5099173193704,-784.3085945397252
280_10_-9_0,-0.010441437031003666,-0.009519395726720004
280_20_-8_0,-0.00684115236305209,-0.007358749691722281
280_20_-7_0,-0.007400131514272857,-0.0069593662170758215
280_30_-6_0,-0.00746717717985212,-0.007646095479598608
280_40_-5_0,-0.008919426216025336,-0.01081400244612388
280_40_-4_0,-0.007870530772301534,-0.008595879982048858
280_40_-3_0,-0.007803172130231243,-0.00957059187063932
280_40_-2_0,-0.010172424119555894,-0.009330056927422538
280_50_-1_0,-0.01249343746453446,-0.012626494681586222
280_50_0_0,-0.014600538780587102,-0.021087667916159014
280_40_1_0,-0.011282688943431428,-0.011860123067945691
280_40_2_0,-0.012024954271761925,-0.01674741342695242
280_40_3_0,-0.013086815433421991,-0.019056178871003474
210_40_4_0,-0.013847835851719779,-0.030609848258642103
210_30_5_0,-0.014190903220221509,-0.027140740100639934
210_20_6_0,-0.013855405233728657,-0.02418191655368058
210_20_7_0,-0.01995561080361532,-0.030529300583506
210_10_8_0,-0.019397923123843062,-0.020471692295648776
210_0_9_0,-0.02796983376993788,-0.03213578696096625
210_-10_-5_0,-0.00695462522567519,-0.008067055118292752
210_-10_-4_0,-0.006718525267956901,-0.014782041223783914
210_-10_-3_0,-0.007034690743935083,-0.007352244678719788
140_-40_-9_0,-0.03740396833410307,-0.08836804834090585
140_-30_-8_0,-0.0356583577675581,-0.05963386066029207
130_-10_-4_0,-0.10638471442568598,-0.20292326911398473
130_-10_-3_0,-0.12127948382744375,-0.14691617380415192
130_-10_-2_0,-0.07371393353559245,-0.1246135768725288
120_0_-1_0,-0.23828656196745307,-0.3701736066512919
120_0_0_0,-0.255934427910726,-0.7501089134568643
110_-10_1_0,-0.24868485490573752,-0.5387890928942571
110_-10_2_0,-0.2868005119367551,-2.501999537325132
110_-10_3_0,-0.3256704244228811,-0.7227817688375875
100_-10_4_0,-0.014998529839115704,-217.84000000038017
100_-20_5_0,-0.019730156335159798,-6.973660913729619
90_-30_6_0,-0.02146308571731911,-2.243036071379652
90_-30_7_0,-0.019266753347734863,-9.817886221562524
